stratification_filename	stratification_type	md5_checksum
GRCh38_nonunique_l100_m2_e1.bed.gz	mappability	3f57981a30b19e505803f8a1a23788e1
GRCh38_nonunique_l250_m0_e0.bed.gz	mappability	e8792fca978c2e9389aa781f3b5eb59b
GRCh38_lowmappabilityall.bed.gz	mappability	75e5dc01b7d2469a9e3c0d5fc7e1506c
GRCh38_notinlowmappabilityall.bed.gz	mappability	ee6ac347f80650d9aebe3409f4a3ee58
GRCh38_allOtherDifficultregions.bed.gz	OtherDifficult	fc45cd821bc4d861ef7bb6c7e171b181
GRCh38_contigs_lt500kb.bed.gz 	OtherDifficult	b9e177b53648c7e9135cb797a7fb57db
GRCh38_gaps_slop15kb.bed.gz	OtherDifficult	299d130f0fb5b5652837be318626bd4d
GRCh38_L1H_gt500.bed.gz	OtherDifficult	8acce134f9188e131c12fa1252a24b60
GRCh38_MHC.bed.gz	OtherDifficult	094abf0f05efc34715492ce182398a7b
GRCh38_VDJ.bed.gz	OtherDifficult	bd02a16547c5982f794d45d2262d603b
GRCh38_chainSelf.bed.gz	SegmentalDuplications	0752b83038e2e722d284dd965a747c76
GRCh38_chainSelf_gt10kb.bed.gz	SegmentalDuplications	9e827cac3985e1418de67681de9af10f
GRCh38_gt5segdups_gt10kb_gt99percidentity.bed.gz	SegmentalDuplications	fe9c239d54f25088fd60e265cc9a7e66
GRCh38_notinchainSelf.bed.gz	SegmentalDuplications	0464cb9c78cd449a1a11b704662b9f56
GRCh38_notinchainSelf_gt10kb.bed.gz	SegmentalDuplications	b335ffb609b71f6c8379e60d531590f8
GRCh38_notinsegdups.bed.gz	SegmentalDuplications	09234f12750b266313efb1129fbe609b
GRCh38_notinsegdups_gt10kb.bed.gz	SegmentalDuplications	939543513e6160b9335d49dec57bddd2
GRCh38_segdups.bed.gz	SegmentalDuplications	d6d985395c5f730e75e671a4d991743c
GRCh38_segdups_gt10kb.bed.gz	SegmentalDuplications	41d043fd9e1900db140533099575b668
GRCh38_alldifficultregions.bed.gz	union	680cfe46a84aee3d889dc8aa4f4c1852
GRCh38_alllowmapandsegdupregions.bed.gz	union	ffce5add6b3fd42d72289210988cfd88
GRCh38_notinalldifficultregions.bed.gz	union	cdec33bd09b81dc67a498b84bae92412
GRCh38_notinalllowmapandsegdupregions.bed.gz	union	6d086aaf1a4c46f65779724309fc268a
